location_uuid,location_name,loc_type,pcode,location_groups,data_date,week,year,submitted_date,submitter_name,submitter_email,unique_id,Uncategorized,Region,Payam,Hub,Site,Country,County,IDP Camp,Point of Entry,State,1. Consultations,"Consultations 
Total number of consultations 
Under 5 cases","Consultations 
Total number of consultations 
Under 5 deaths","Consultations 
Total number of consultations 
5 and over cases","Consultations 
Total number of consultations 
5 and over deaths",2. Morbidity,Cholera (suspected) Under 5,Cholera (suspected) Under 5 deaths,Cholera (suspected) 5 and over cases,Cholera (suspected)  5 and over deaths,Acute Watery Diarrhea (AWD) Under 5 cases,Acute Watery Diarrhea (AWD) Under 5 deaths,Acute Watery Diarrhea (AWD) 5 and over cases,Acute Watery Diarrhea (AWD) 5 and over deaths,Acute Bloody Diarrhea (ABD) Under 5 cases,Acute Bloody Diarrhea (ABD) Under 5 deaths,Acute Bloody Diarrhea (ABD) 5 and over cases,Acute Bloody Diarrhea (ABD) 5 and over deaths,Measles Under 5,Measles Under 5 deaths,Measles 5 and over cases,Measles 5 and over deaths,Meningitis Under 5 cases,Meningitis Under 5 deaths,Meningitis 5 and over cases,Meningitis 5 and over deaths,Viral Hemorrhagic Fever (VHF) Under 5 cases,Viral Hemorrhagic Fever (VHF) Under 5 deaths,Viral Hemorrhagic Fever (VHF) 5 and over cases,Viral Hemorrhagic Fever (VHF) 5 and over deaths,Yellow Fever  Under 5 cases,Yellow Fever  Under 5 deaths,Yellow Fever  5 and over cases,Yellow Fever 5 and over deaths,Relapsing Fever Under 5 cases,Relapsing Fever Under 5 deaths,Relapsing Fever 5 and over cases,Relapsing Fever 5 and over deaths,Acute Jaundice Syndrome (AJS) Under 5,Acute Jaundice Syndrome (AJS) Under 5 deaths,Acute Jaundice Syndrome (AJS) 5 and over cases,Acute Jaundice Syndrome (AJS) 5 and over deaths,Acute Respiratory Infection (ARI) Under 5 cases,Acute Respiratory Infection (ARI) Under 5 deaths,Acute Respiratory Infection (ARI) 5 and over cases,Acute Respiratory Infection (ARI) 5 and over deaths,Malaria Under 5,Malaria Under 5 deaths,Malaria 5 and over,Malaria 5 and over deaths,Neonatal Tetanus (NT) Under 5 cases,Neonatal Tetanus (NT) Under 5 deaths,Neonatal Tetanus (NT) 5 and over cases,Neonatal Tetanus (NT) 5 and over deaths,Guinea-Worm Disease (suspected) Under 5 cases,Guinea-Worm Disease (suspected) Under 5 deaths,Guinea-Worm Disease (suspected) 5 and over cases,Guinea-Worm Disease (suspected) 5 and over deaths,Skin Disease Under 5 ,Skin Disease Under 5 deaths,Skin Disease 5 and Over,Skin Disease 5 and Over deaths,Gunshot/Shell Injury Under 5 ,Gunshot/Shell Injury Under 5 deaths,Gunshot/Shell Injury 5 and Over,Gunshot/Shell Injury 5 and Over deaths,Other Injury Under 5 ,Other Injury Under 5 deaths,Other Injury 5 and Over,Other Injury 5 and Over deaths,Other Under 5 ,Other Under 5 deaths,Other 5 and Over,Other 5 and Over deaths,COVID - 19 (suspected) Under 5,COVID - 19 (suspected) Under 5 deaths,COVID - 19 (suspected) 5 and over cases,COVID - 19 (suspected) 5 and over deaths,"Acute Flaccid Paralysis (AFP) 
Acute Flaccid Paralysis (AFP) 
Under 15 cases","Acute Flaccid Paralysis (AFP) 
Acute Flaccid Paralysis (AFP) 
Under 15 deaths","Acute Flaccid Paralysis (AFP) 
Acute Flaccid Paralysis (AFP) 
15 and over cases","Acute Flaccid Paralysis (AFP) 
Acute Flaccid Paralysis (AFP) 
15 and over deaths",3. Additional information,Have you observed an unusual number of cases and deaths this week? ,Which disease/syndrome? (ALSO PLEASE MAKE SURE YOU HAVE FILLED OUT AN EVENT-BASED REPORTING FORM),Have you observed an unusual disease/syndrome in the area this week?,Which disease/syndrome? (ALSO PLEASE MAKE SURE YOU HAVE FILLED OUT AN EVENT-BASED REPORTING FORM),Is there any rumor of suspected outbreak (cases or deaths) in the community?,Details of rumour (ALSO PLEASE MAKE SURE YOU HAVE FILLED OUT AN EVENT-BASED REPORTING FORM),"Describe the actions taken to verify, investigate and contain/control the situation"
b0e17524-754d-46f4-a386-1f54db557fe0,Kuru PHCU,Site,G8uroz3XS4b,,2022-11-06,45,2022,2022-11-07,,,,,,Uyujuku,,Kuru PHCU,South Sudan,Raja,,,WBGZ,,15,0,47,0,,0,0,0,0,6,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,25,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
48e90f4f-ade9-4915-87a0-dd403e9e3870,Kidi PHCU,Site,cwQC2w2DYDg,,2022-11-06,45,2022,2022-11-07,,,,,,Ngangura,,Kidi PHCU,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
18594f99-0a74-421a-9c23-9fb272fc90cc,Nakiri PHCU,Site,MrKv11Y7jat,,2022-11-06,45,2022,2022-11-07,,,,,,Yambio Town,,Nakiri PHCU,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
7e343ab6-44c0-480c-81a3-758185add63e,Deim Zubeir PHCC,Site,yHwWdVdIvVH,,2022-11-06,45,2022,2022-11-07,,,,,,Uyujuku,,Deim Zubeir PHCC,South Sudan,Raja,,,WBGZ,,24,0,101,0,,0,0,0,0,5,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,51,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
d86ce24b-93cd-4cbb-af46-cb7e30f50536,Nayure PHCU,Site,cUwlfOuoCNe,,2022-11-06,45,2022,2022-11-07,,,,,,Yambio Town,,Nayure PHCU,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
a1fddbb3-3e77-4221-adc6-6f17f44ec0ef,Timsaha PHCC,Site,SS01036S,,2022-11-06,45,2022,2022-11-07,,,,,,Ere,,Timsaha PHCC,South Sudan,Raja,,,WBGZ,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
e7c30a72-2872-47ed-ad78-cea85713aa45,Bakiwiri PHCU,Site,zFKhE7hNH7y,,2022-11-06,45,2022,2022-11-07,,,,,,Yambio Town,,Bakiwiri PHCU,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
12f3047d-9d0b-4407-ac82-cd69ad9ce625,Diatoro PHCU,Site,xDC06Rq7Mf6,,2022-11-06,45,2022,2022-11-07,,,,,,Yambio Town,,Diatoro PHCU,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
03364889-7f18-4e6f-92f0-856c533029c3,Tindoka PHCU,Site,SS00535S,,2022-11-06,45,2022,2022-11-07,,,,,,Yambio Town,,Tindoka PHCU,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
6e44f3e3-0c81-4e7e-b995-90bf4a1239aa,Prison PHCU,Site,Prison_Y,,2022-11-06,45,2022,2022-11-07,,,,,,Yambio Town,,Prison PHCU,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
05f361db-6775-4cf8-887e-6bdb2baa4b72,Nabagu PHCU,Site,SS00527S,,2022-11-06,45,2022,2022-11-07,,,,,,Yambio Town,,Nabagu PHCU,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
8d1bbfe2-b3ef-4015-a504-c27e2dba0477,Ikpiro PHCU,Site,SS01926S,,2022-11-06,45,2022,2022-11-07,,,,,,Yambio Town,,Ikpiro PHCU,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
d7200250-3dfa-4f13-bb27-9f47866d67b7,Sue PHCU,Site,OZQLaYaqgq8,,2022-11-06,45,2022,2022-11-07,,,,,,Bangasu,,Sue PHCU,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
c31e8edd-f355-43c6-8926-e4e035f42a13,Boro Medina PHCC,Site,sSc3lnlsVlk,,2022-11-06,45,2022,2022-11-07,,,,,,Ringi,,Boro Medina PHCC,South Sudan,Raja,,,WBGZ,,30,0,126,0,,0,0,0,0,7,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,45,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
2cb59368-da8e-4c91-85bb-663712888e86,Masia PHCU,Site,SS00526S,,2022-11-06,45,2022,2022-11-07,,,,,,Yambio Town,,Masia PHCU,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
19238f14-4efb-49ff-b20a-e80efb5b009d,Masumbu PHCU,Site,EQWyMB3uaMm,,2022-11-06,45,2022,2022-11-07,,,,,,Bangasu,,Masumbu PHCU,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
19fcf169-e4c2-42b6-b1b8-852ddb06e179,Nakofo PHCC,Site,nakofo_phcc,,2022-11-06,45,2022,2022-11-07,,,,,,Yambio Town,,Nakofo PHCC,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
40b27e41-8f5c-44f8-a3ee-b6120a1d63f6,Li-Bodo PHCU,Site,SS00507S,,2022-11-06,45,2022,2022-11-07,,,,,,Bazongua,,Li-Bodo PHCU,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
916f77aa-f393-4b40-a873-4fd060c074f5,Bodo PHCU,Site,IzuqcDwL4hg,,2022-11-06,45,2022,2022-11-07,,,,,,Bazongua,,Bodo PHCU,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
c9ce7799-c798-4f66-a533-cb870720c017,Nazizi PHCC,Site,nazizi_phcc,,2022-11-06,45,2022,2022-11-07,,,,,,Ezo Centre,,Nazizi PHCC,South Sudan,Ezo,,,WES,,10,0,20,0,,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
5956b045-3334-4192-8aae-1e59b92fc0eb,Katta PHCU,Site,vO0Dp1ALXPP,,2022-11-06,45,2022,2022-11-07,,,,,,Ringi,,Katta PHCU,South Sudan,Raja,,,WBGZ,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
4a48357b-2ebf-447c-b2a6-b6e7009e0e53,Bazumburu PHCU,Site,SS00503S,,2022-11-06,45,2022,2022-11-07,,,,,,Bazongua,,Bazumburu PHCU,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
45f6b651-628d-48fc-bebf-c557871d4612,Magbuka PHCU,Site,vxU5UO75BTg,,2022-11-06,45,2022,2022-11-07,,,,,,Bangasu,,Magbuka PHCU,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
f7daeaaa-8fea-4294-8bea-ccd8871a9901,Madoro PHCU,Site,SS00416S,,2022-11-06,45,2022,2022-11-07,,,,,,Ezo Centre,,Madoro PHCU,South Sudan,Ezo,,,WES,,39,0,105,0,,0,0,0,0,4,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,36,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
9a4e8027-8b6d-4305-82e1-774ea911c0bc,Berezibo PHCU,Site,SS00493S,,2022-11-06,45,2022,2022-11-07,,,,,,Bangasu,,Berezibo PHCU,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
f822ed38-0ef9-41f9-bcba-fa619c2bbdb4,Kasia PHCU,Site,zHR1Qrkvnt0,,2022-11-06,45,2022,2022-11-07,,,,,,Bangasu,,Kasia PHCU,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
25b9c38f-88fd-4ae2-bd1c-aee740ad7b73,Mariagba PHCU,Site,wboQQh20esG,,2022-11-06,45,2022,2022-11-07,,,,,,Ezo Centre,,Mariagba PHCU,South Sudan,Ezo,,,WES,,16,0,26,0,,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
32050a78-b86f-48ac-90af-36ee79516d78,Nangere PHCU,Site,SXrScpo8x41,,2022-11-06,45,2022,2022-11-07,,,,,,Bangasu,,Nangere PHCU,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
b4a5dad6-bcd0-43e2-9aeb-09b587799998,Bambaraze PHCU,Site,L40EIDhNdKF,,2022-11-06,45,2022,2022-11-07,,,,,,Bariguna,,Bambaraze PHCU,South Sudan,Ezo,,,WES,,25,0,70,0,,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
0c9fad35-fbec-4aa1-8ceb-5acbf0ced6b1,Kierwan PHCC,Site,Kierwan PHCU _mal,,2022-11-06,45,2022,2022-11-07,,,,,,Kierwan,,Kierwan PHCC,South Sudan,Luakpiny Nasir,,,Upper Nile,,46,0,90,0,,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11,0,7,0,35,0,0,0,,,0,0,0,0,9,0,8,0,0,0,1,0,0,0,6,0,8,0,28,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
a172d255-3aa4-454b-90db-0e71ae4e9e40,Ukuo PHCU,Site,TdIiXj8Xl7J,,2022-11-06,45,2022,2022-11-07,,,,,,Bangasu,,Ukuo PHCU,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
10f02f79-24ef-4937-b547-118da57c687a,Bafuka PHCU,Site,ETuFaKyE0Fs,,2022-11-06,45,2022,2022-11-07,,,,,,Andari,,Bafuka PHCU,South Sudan,Ezo,,,WES,,46,0,72,0,,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
43bcee0f-5d09-4aba-9429-7a11cccc521d,Saura II  PHCU,Site,SS00532S,,2022-11-06,45,2022,2022-11-07,,,,,,Yambio Town,,Saura II  PHCU,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
6f888ac3-5182-4530-b5c8-7b190e3ec802,Andari PHCU,Site,uCzbAidUUpq,,2022-11-06,45,2022,2022-11-07,,,,,,Andari,,Andari PHCU,South Sudan,Ezo,,,WES,,12,0,11,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
410b7a55-4be4-4660-83e7-71117d7f5c3b,Bangangai PHCU,Site,TqPyprm5WDp,,2022-11-06,45,2022,2022-11-07,,,,,,Andari,,Bangangai PHCU,South Sudan,Ezo,,,WES,,22,0,40,0,,0,0,0,0,3,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
e65f1871-8800-4d92-856d-464c36caca14,Makpandu PHCC,Site,iwAdNZc4gnx,,2022-11-06,45,2022,2022-11-07,,,,,,Bangasu,,Makpandu PHCC,South Sudan,Yambio,,,WES,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
8bd60ece-e491-4ab3-a8ac-e6b53b9ebf44,Minamba A PHCU,Site,SS01048S,,2022-11-06,45,2022,2022-11-07,,,,,,Ringi,,Minamba A PHCU,South Sudan,Raja,,,WBGZ,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
4c43d141-4e76-406a-b64f-c035982c1b0f,Banduguyo PHCU,Site,p1uEYiw9oNb,,2022-11-06,45,2022,2022-11-07,,,,,,Bariguna,,Banduguyo PHCU,South Sudan,Ezo,,,WES,,29,0,44,0,,0,0,0,0,4,0,7,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
31ff9665-51dc-4791-aceb-957782d9103d,Bariebade phcu,Site,Bar_s,,2022-11-06,45,2022,2022-11-07,,,,,,Bariguna,,Bariebade phcu,South Sudan,Ezo,,,WES,,37,0,47,0,,0,0,0,0,3,0,7,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
06364767-286d-478a-a308-97aa4cf9dadb,Dingkar PHCU,Site,JhTLpDCdqJ3,,2022-11-06,45,2022,2022-11-07,,,,,,Dingkar,,Dingkar PHCU,South Sudan,Luakpiny Nasir,,,Upper Nile,,29,0,31,0,,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,13,0,10,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,0,3,0,3,0,2,0,7,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
175a6fb0-e47d-4af4-a374-9df0a37e1cb6,Yangiri PHCC,Site,C3962wRGOWj,,2022-11-06,45,2022,2022-11-07,,,,,,Yangiri,,Yangiri PHCC,South Sudan,Ezo,,,WES,,44,0,63,0,,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,19,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
7457c13b-ec37-48a3-abd4-57df40b0779d,ADA New Fangak Mobile Clinic ,Site,SS01491S,,2022-11-06,45,2022,2022-11-07,,,,,,New Fangak,,ADA New Fangak Mobile Clinic ,South Sudan,Fangak,,,Jonglei,,92,0,74,0,,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,21,0,20,0,24,0,0,0,,,0,0,0,0,4,0,5,0,0,0,0,0,6,0,7,0,21,0,24,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
